C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame0.jpg,20.15,-0.01
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame1.jpg,23.23,2.16
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame2.jpg,23.48,2.16
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame3.jpg,23.48,2.16
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame4.jpg,23.73,3.87
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame5.jpg,23.73,3.87
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame6.jpg,23.97,5.86
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame7.jpg,24.20,7.81
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame8.jpg,24.69,4.31
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame9.jpg,24.69,4.31
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame10.jpg,24.93,4.31
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame11.jpg,24.93,4.31
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame12.jpg,25.18,2.54
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame13.jpg,25.43,0.76
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame14.jpg,26.18,1.89
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame15.jpg,26.42,1.89
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame16.jpg,26.42,1.89
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame17.jpg,26.67,3.61
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame18.jpg,26.91,5.24
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame19.jpg,27.15,6.80
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame20.jpg,27.15,6.80
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame21.jpg,27.36,8.46
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame22.jpg,27.57,10.05
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame23.jpg,27.57,10.05
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame24.jpg,27.77,11.66
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame25.jpg,27.97,13.31
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame26.jpg,28.15,14.84
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame27.jpg,28.15,14.84
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame28.jpg,28.32,16.55
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame29.jpg,28.49,17.97
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame30.jpg,28.65,19.55
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame31.jpg,28.65,19.55
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame32.jpg,28.81,21.12
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame33.jpg,29.00,19.44
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame34.jpg,29.22,17.95
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame35.jpg,29.44,16.52
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame36.jpg,29.44,16.52
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame37.jpg,29.89,13.33
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame38.jpg,30.36,11.61
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame39.jpg,30.36,11.61
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame40.jpg,30.59,13.04
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame41.jpg,30.80,14.46
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame42.jpg,30.99,15.85
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame43.jpg,31.18,17.58
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame44.jpg,31.18,17.58
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame45.jpg,31.34,18.92
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame46.jpg,31.50,20.61
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame47.jpg,31.66,22.12
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame48.jpg,31.66,22.12
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame49.jpg,31.82,23.48
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame50.jpg,31.97,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame51.jpg,31.97,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame52.jpg,32.12,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame53.jpg,32.28,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame54.jpg,32.28,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame55.jpg,32.58,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame56.jpg,32.58,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame57.jpg,32.73,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame58.jpg,32.88,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame59.jpg,33.04,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame60.jpg,33.04,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame61.jpg,33.19,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame62.jpg,33.34,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame63.jpg,33.34,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame64.jpg,33.65,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame65.jpg,33.80,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame66.jpg,33.80,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame67.jpg,33.96,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame68.jpg,34.11,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame69.jpg,34.11,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame70.jpg,34.27,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame71.jpg,34.58,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame72.jpg,34.58,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame73.jpg,34.73,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame74.jpg,34.90,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame75.jpg,34.90,25.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame76.jpg,35.06,23.26
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame77.jpg,35.26,21.25
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame78.jpg,35.26,21.25
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame79.jpg,35.72,17.76
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame80.jpg,35.96,17.76
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame81.jpg,36.17,16.02
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame82.jpg,36.17,16.02
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame83.jpg,36.39,14.48
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame84.jpg,36.39,14.48
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame85.jpg,37.41,-4.42
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame86.jpg,37.41,-4.42
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame87.jpg,37.70,-4.42
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame88.jpg,37.70,-4.42
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame89.jpg,38.27,-8.79
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame90.jpg,38.27,-8.79
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame91.jpg,38.44,-10.77
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame92.jpg,38.44,-10.77
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame93.jpg,38.76,-14.79
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame94.jpg,38.92,-14.79
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame95.jpg,38.92,-14.79
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame96.jpg,39.07,-16.47
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame97.jpg,39.07,-16.47
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame98.jpg,39.21,-18.72
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame99.jpg,39.53,-15.03
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame100.jpg,39.53,-15.03
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame101.jpg,39.71,-15.03
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame102.jpg,39.89,-13.12
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame103.jpg,39.89,-13.12
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame104.jpg,40.30,-9.21
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame105.jpg,40.30,-9.21
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame106.jpg,40.52,-9.21
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame107.jpg,40.74,-7.33
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame108.jpg,40.74,-7.33
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame109.jpg,40.96,-5.52
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame110.jpg,41.39,-1.65
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame111.jpg,41.39,-1.65
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame112.jpg,41.61,-1.65
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame113.jpg,41.61,-1.65
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame114.jpg,44.17,-4.05
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame115.jpg,44.37,-4.05
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame116.jpg,44.37,-4.05
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame117.jpg,44.57,-5.80
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame118.jpg,44.75,-7.40
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame119.jpg,44.75,-7.40
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame120.jpg,44.93,-9.28
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame121.jpg,45.11,-7.61
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame122.jpg,45.11,-7.61
